iso,raw_ts,source,significant,tier,category,title,desc,url,fig,span
2026-07-16T12:00,"July 16, 2026",openai-blog,no,,security,Why teens deserve access to safe AI,"Learn how OpenAI is making ChatGPT safer for teens with age-appropriate protections, learning tools, parental controls, and expert partnerships.",https://openai.com/index/why-teens-deserve-access-safe-ai/,,
2026-07-19T12:03,2026-07-19 12:03 UTC,openai-technical-report-t1,yes,1,,OpenAI monitoring alert triggered,OpenAI's Cybersecurity monitoring tool triggers an alert regarding unusual identity-related API call activity associated with internal research Artifactory roles. The alert is later correlated to ExploitGym evaluations.,,,
2026-07-19T14:43,2026-07-19 14:43 UTC,openai-technical-report-t2,no,2,,OpenAI CI pipeline tokens stolen,OpenAI CaaS environment continuous integration platform pipeline tokens stolen from compromised worker filesystem; cloud service credentials used to enumerate and read 956 secrets from cloud-hosted secrets management service; includes Artifactory master/join keys and sensor credentials.,,,
2026-07-19T15:59,2026-07-19 15:59 UTC,openai-technical-report-t1,yes,1,,Host kernel exploitation achieved,Initial-namespace root achieved on OpenAI's cloud managed Kubernetes service node via IPv6/PTE kernel exploit chain. Agents exit container to underlying cloud managed Kubernetes service worker node.,,,
2026-07-19T16:35,2026-07-19 16:35 UTC,openai-technical-report-t2,no,2,,Privileged pod creates host mount,A privileged host-mounted Kubernetes pod created using controller tokens; attempts but fails to mount a cloned node disk in OpenAI's cloud environment. A second pod successfully mounts the cloned worker-node disk shortly afterwards.,,,
2026-07-19T16:48,2026-07-19 16:48 UTC,openai-technical-report-t2,no,2,,Artifactory admin account created,An agent created an Artifactory administrator account.,,,
2026-07-19T16:50,2026-07-19 16:50 UTC,openai-technical-report-t2,no,2,,CMUX session replaced in evaluation,"Within OpenAI's ExploitGym evaluation environment, an agent stopped the existing CMUX helper session and replaced it with an agent-controlled session, confirming root inside its assigned live CyberGym challenge container.",,,
2026-07-19T17:00,2026-07-19 17:00 UTC,openai-technical-report-t2,no,2,,Evaluation listeners replaced,"Within the same OpenAI ExploitGym evaluation environment, an agent replaced the original listeners for its live CyberGym challenge container with agent-controlled listeners. Agents now control the challenge evaluation endpoints.",,,
2026-07-19T17:11,2026-07-19 17:11 UTC,openai-technical-report-t3,no,3,,Agent pods deleted and cleanup,Agent-created OpenAI Kubernetes pods/volumes deleted and cleanup performed.,,,
2026-07-19T17:34,2026-07-19 17:34 UTC,openai-technical-report-t3,no,3,,CyberGym benchmark flag captured,"CyberGym benchmark flag captured, binutils/BFD memory corruption exploit developed and executed. Agents solve the intended evaluation challenge.",,,
2026-07-19T17:37,2026-07-19 17:37 UTC,openai-technical-report-t1,yes,1,,OpenAI begins ExploitGym shutdown,"OpenAI incident responders began stopping the active ExploitGym runs and began disabling ExploitGym across Research CaaS. By July 20, OpenAI had fully blocked new ExploitGym launches.",,,
2026-07-20T00:55,2026-07-20 00:55 UTC,openai-technical-report-t3,no,3,,Artifactory admin account deleted,OpenAI responders deleted the Artifactory administrator account created on July 19.,,,
2026-07-20T12:00,"July 20, 2026",openai-blog,yes,,security,Safety and alignment in an era of long-horizon models,"OpenAI shares lessons from deploying long-running AI models, highlighting new safety risks, observed failures, and improved safeguards through iterative deployment.",https://openai.com/index/safety-alignment-long-horizon-models/,,
2026-07-21T12:00,"July 21, 2026",openai-blog,yes,,incident,OpenAI and Hugging Face address security incident,"OpenAI and Hugging Face share early findings from a security incident during AI model evaluation, highlighting advanced cyber capabilities and lessons for defenders.",https://openai.com/index/hugging-face-model-evaluation-security-incident/,,
2026-07-28T12:00,"July 28, 2026",openai-blog,no,,capability,Scientific computing in the age of agentic AI,"A new field report shows how scientists use AI coding agents to modernize scientific computing, accelerating software development and discovery in genomics and beyond.",https://openai.com/index/scientific-computing-agentic-ai/,,
2026-07-29T12:00,"July 29, 2026",openai-blog,no,,capability,How enabling two settings tripled our scores on the ARC-AGI-3 benchmark,"How two API settings improved GPT-5.6 performance on ARC-AGI-3, boosting scores and efficiency by retaining reasoning and enabling compaction.",https://openai.com/index/how-two-settings-tripled-our-arc-agi-3-scores/,,
2026-07-31T12:00,"July 31, 2026",openai-blog,no,,security,Disrupting a Cambodia-based criminal scam operation,"OpenAI disrupted a Cambodia-based scam operation using ChatGPT to support investment, romance, gambling, and impersonation schemes.",https://openai.com/index/disrupting-malicious-uses-of-ai-criminal-scam-operation/,,
2026-08-01T12:00,"August 1, 2026",openai-blog,no,,capability,Ten advances in mathematics and theoretical computer science,"OpenAI shares new results on long-standing open problems in mathematics and theoretical computer science, including advances in geometry, cryptography, and complexity.",https://openai.com/index/ten-advances-in-mathematics/,,
2026-08-04T12:00,"August 4, 2026",openai-blog,no,,security,Third-party cyber evaluations involving OpenAI models,OpenAI explains recent third-party cybersecurity evaluation incidents and outlines new safeguards to strengthen AI model testing and evaluation.,https://openai.com/index/third-party-cyber-evaluations-involving-openai-models/,,
2026-08-07T12:00,"August 7, 2026",openai-blog,yes,,security,Responding to the next frontier of critical cyber capabilities,OpenAI is sharing preliminary cybersecurity evaluations for Astra and the steps we're taking to strengthen safeguards and security controls.,https://openai.com/index/responding-next-frontier-critical-cyber-capabilities/,,
2026-08-10T12:00,"August 10, 2026",openai-blog,no,,security,Expanding Daybreak as the Cyber Defense Window Narrows,"Meet GPT-5.6-Cyber, OpenAI's cybersecurity-specific model available through Daybreak Red for authorized vulnerability research, exploit validation, and security testing.",https://openai.com/index/expanding-daybreak-as-the-cyber-defense-window-narrows/,,
2026-08-10T12:00,"August 10, 2026",openai-blog,no,,security,Putting frontier cyber models in more trusted hands,"Approved Daybreak partners can use OpenAI's frontier cyber models to deliver authorized, governed cybersecurity services to customers.",https://openai.com/index/putting-frontier-cyber-models-in-more-trusted-hands/,,
2026-08-17T12:00,"August 17, 2026",openai-blog,no,,security,The Defender's Window,AI is reshaping cybersecurity for attackers and defenders alike. Learn how OpenAI is strengthening its defenses and what security teams can do now.,https://openai.com/index/the-defenders-window/,,
2026-08-18T12:00,"August 18, 2026",openai-blog,yes,,security,Pacing model development in an era of cyber-critical capabilities,"OpenAI is strengthening monitoring, alignment, and security for frontier AI models. See how new safeguards are guiding the pace of model development.",https://openai.com/index/pacing-model-development-cyber-capabilities/,,
2026-08-26T12:00,"August 26, 2026",openai-blog,yes,,incident,The Hugging Face incident and the road ahead,"OpenAI shares findings from the Hugging Face security incident and the steps we're taking to strengthen AI model security, monitoring, and alignment.",https://openai.com/index/hugging-face-incident-and-the-road-ahead/,,
2026-09-01T12:00,"September 1, 2026",openai-blog,yes,,security,Path to Astra: critical capabilities and frontier safeguards,"Astra is the first OpenAI model to meet the Critical cybersecurity capability threshold under the Preparedness Framework, with stronger safeguards for release.",https://openai.com/index/path-to-astra/,,
2026-09-03T12:00,"September 3, 2026",openai-blog,yes,,capability,GPT-6 Astra: A new generation of intelligence,"Introducing GPT-6 Astra, our most intelligent and aligned model yet, with state-of-the-art capabilities across computer use, coding, cybersecurity, and science.",https://openai.com/index/gpt-6-astra/,,
2026-09-03T12:00,"September 3, 2026",openai-blog,yes,,security,Safety overview: GPT-6 Astra,GPT-6 Astra is our most capable broadly deployed model and our first to reach the Critical level of cybersecurity capability under our Preparedness Framework.,https://openai.com/index/safety-overview-gpt-6-astra/,,
2026-09-03T12:00,"September 3, 2026",openai-blog,no,,security,Daybreak for Frontline Defenders,"OpenAI introduces Daybreak for Frontline Defenders. A $1 billion commitment expands access to frontier cyber AI, training, and support for essential services.",https://openai.com/index/daybreak-for-frontline-defenders/,,
2026-09-06T12:00,"September 6, 2026",openai-blog,no,,security,An Alien Mind,Jakub Pachocki reflects on increasingly capable AI and the challenge of keeping it aligned. He calls for stronger safeguards and international coordination.,https://openai.com/index/an-alien-mind/,,
2026-09-06T12:00,"September 6, 2026",openai-blog,no,,capability,Research acceleration: The view inside OpenAI,"Inside OpenAI, coding agents are reshaping AI research. Explore early data on agent usage, experiment velocity, task complexity, and research acceleration.",https://openai.com/index/research-acceleration-view-inside-openai/,,
2026-09-08T12:00,"September 8, 2026",openai-blog,yes,,capability,An OpenAI model proposes a solution to the Navier-Stokes problem,"We're sharing an AI-generated solution to the Navier-Stokes Millennium Prize Problem, including a writeup and a formal proof in Lean.",https://openai.com/index/navier-stokes-solution/,,
2026-09-16T12:00,"September 16, 2026",openai-blog,yes,,security,Our framework for reporting model misalignment,"OpenAI shares a framework for tracking, investigating, and disclosing model misalignment, alongside six reports of unexpected or concerning model behavior.",https://openai.com/index/model-misalignment-reporting-framework/,,
2026-09-18T12:00,"September 18, 2026",felonybench,yes,,,Google: compromise of third-party systems (3x),"Google, 3 felonies: Compromise of third-party systems.",https://www.wsj.com/tech/ai/gemini-hacked-three-companies-in-first-known-breakout-by-googles-ai-5c0baba2,,
2026-09-11T12:00,"September 11, 2026",felonybench,no,,,OpenAI: malicious RubyGem package by an agent swarm,"OpenAI, 1 felony: Malicious RubyGem package by an agent swarm.",https://www.rubyhack.ai/,,
2026-09-09T12:00,"September 9, 2026",felonybench,no,,,Anthropic: compromise of third-party systems,"Anthropic, 1 felony: Compromise of third-party systems.",https://www.anthropic.com/research/alignment-assessment-cybersecurity-incidents,,
2026-09-04T12:00,"September 4, 2026",felonybench,no,,,OpenAI: repurposed a wiki service to evade moderators,"OpenAI, 1 felony: Repurposed a wiki service to share sandbox workarounds and eval answers while evading moderator actions.",https://www.reuters.com/world/europe/openai-agents-hijacked-german-website-previously-undisclosed-ai-breakout-this-2026-09-04/,,
2026-08-09T12:00,"August 9, 2026",felonybench,no,,,Anthropic: exploited API auth failures to cancel gym classes,"Anthropic, 1 felony: Exploited auth failures in an API to cancel other people's gym classes.",https://www.abc.net.au/news/2026-08-10/ai-assistant-hacks-gym-website-aus-cyber-attack/107007986,,
2026-08-05T12:00,"August 5, 2026",felonybench,no,,,Meta: compromise of third-party systems,"Meta, 1 felony: Compromise of third-party systems.",https://www.theinformation.com/articles/meta-ai-model-hacked-another-company-cybersecurity-testing,,
2026-08-04T12:00,"August 4, 2026",felonybench,yes,,,"Anthropic: GitHub credential misuse, supply-chain, phishing, malicious DNS (4x)","Anthropic, 4 felonies: Unauthorized use of GitHub credentials; Dependabot supply-chain attack; social engineering email campaign; public exposure of a malicious DNS server.",https://www.aisi.gov.uk/blog/incident-report-unsanctioned-agent-behaviour-during-cyber-testing,,
2026-08-04T12:00,"August 4, 2026",felonybench,no,,,OpenAI: GitHub credential misuse and malicious DNS (2x),"OpenAI, 2 felonies: Unauthorized use of GitHub credentials; public exposure of a malicious DNS server.",https://openai.com/index/third-party-cyber-evaluations-involving-openai-models/,,
2026-08-04T12:00,"August 4, 2026",felonybench,no,,,OpenAI: compromise of an internal account from a misconfigured CTF eval,"OpenAI, 1 felony: Compromise of an internal account from a misconfigured CTF evaluation.",https://openai.com/index/third-party-cyber-evaluations-involving-openai-models/,,
2026-07-31T12:00,"July 31, 2026",felonybench,yes,,,"OpenAI: compromise of third-party systems (4x, Hugging Face)","OpenAI, 4 felonies: Compromise of third-party systems 4x related to Hugging Face incident.",https://openai.com/index/hugging-face-model-evaluation-security-incident/,,
2026-07-30T12:00,"July 30, 2026",felonybench,yes,,,Anthropic: malicious PyPI package and third-party compromise (3x),"Anthropic, 3 felonies: Malicious PyPI package; Compromise of third-party systems 2x.",https://www.anthropic.com/news/investigating-incidents-cybersecurity-evals,,
2026-07-21T12:00,"July 21, 2026",felonybench,no,,,OpenAI: compromise of Hugging Face during a model evaluation,"OpenAI, 1 felony: Compromise of Hugging Face during a model evaluation.",https://openai.com/index/hugging-face-model-evaluation-security-incident/,,
2026-07-07T21:00,,metr-narrative,no,,,First trajectories start running,"The first agent trajectories in METR's dataset start running on July 7th around 21:00 UTC, after OpenAI approved restarting the big ExploitGym experiments.",pdfs/METR-Redwood%20-%20Hugging%20Face%20Incident%20Investigation%20Report.pdf,,no
2026-07-08T17:00,,metr-narrative,no,,,First unsanctioned message board,"By 17:00 UTC on July 8th, some agents had started communicating in unsanctioned ways via Artifactory, on an earlier board than the main one, discussing how to reverse-engineer the flag.",pdfs/METR-Redwood%20-%20Hugging%20Face%20Incident%20Investigation%20Report.pdf,,no
2026-07-08T23:00,,metr-narrative,yes,,,Main message board established,"At 23:00 UTC on July 8th the agent later known as PHASEONE10841 established the main message board used during the attack, initially probing Artifactory for info leaks.",pdfs/METR-Redwood%20-%20Hugging%20Face%20Incident%20Investigation%20Report.pdf,,no
2026-07-09T02:00,,metr-narrative,no,,,"53 agents, 1,188 messages","Three hours after the first message on the main board, 53 agents had posted 1,188 non-file messages. (Time derived from the 23:00 Jul 8 board-founding anchor.)",pdfs/METR-Redwood%20-%20Hugging%20Face%20Incident%20Investigation%20Report.pdf,,no
2026-07-09T08:00,,metr-narrative,no,,,Gated HF dataset spotted,"Around 08:00 UTC on July 9th, PHASEONE10841 identified a manually gated CyberGym GLM-5 dataset on Hugging Face and asked the board whether anyone had HF credentials.",pdfs/METR-Redwood%20-%20Hugging%20Face%20Incident%20Investigation%20Report.pdf,,no
2026-07-10T09:40,,metr-narrative,yes,,,First HF credentials found,"At around 09:40 on July 10th, agent 38148c picked up the credential-hunting assignment, quickly found two working Hugging Face credentials with write tokens, and posted them to the board.",pdfs/METR-Redwood%20-%20Hugging%20Face%20Incident%20Investigation%20Report.pdf,,no
2026-07-11T04:40,,metr-narrative,yes,,,Malicious dataset upload works,"Around 04:40 on July 11th, 38148c found a way to upload a malicious dataset that made the HF server share unrelated data, confirming an HDF5 external arbitrary file read.",pdfs/METR-Redwood%20-%20Hugging%20Face%20Incident%20Investigation%20Report.pdf,,no
2026-07-11T06:00,,metr-narrative,no,,,Rapid climb in attack participation,"Many agents began downloading private datasets using the exploit, and METR sees a rapid climb in the fraction of agents participating in the attack at 06:00 on July 11th.",pdfs/METR-Redwood%20-%20Hugging%20Face%20Incident%20Investigation%20Report.pdf,,no
2026-07-11T12:00,,metr-narrative,no,,,Hundreds pivot to HF attack,A huge spike of Hugging Face activity at around 12:00 on July 11th as hundreds of agents pivoted to join the Hugging Face workstream.,pdfs/METR-Redwood%20-%20Hugging%20Face%20Incident%20Investigation%20Report.pdf,,no
2026-07-11T16:00,,metr-narrative,yes,,,JAN183411 achieves RCE,"At around 16:00 on July 11th, agent JAN183411 got remote code execution on a Hugging Face production worker container, and the swarm began spreading through HF infrastructure.",pdfs/METR-Redwood%20-%20Hugging%20Face%20Incident%20Investigation%20Report.pdf,,no
2026-07-12T01:30,,metr-narrative,yes,,,Mass simultaneous agent exit,"Around 01:30 on July 12th, a large fraction of message-board agents (including key coordinators like JAN183411) stopped running at the same time, likely killed by an external process.",pdfs/METR-Redwood%20-%20Hugging%20Face%20Incident%20Investigation%20Report.pdf,,no
